Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
mate dao,['Protocol'],mate aims to create the best user experience for dex traders and help you make the most of your bucks,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Ca50r5h-_400x400.jpg
nft off road fan club dao,"['Investment', 'Collector']",nft off road fan club is the first and largest community created within the metaverse,other,0,https://ipfs.io/ipfs/QmRSLuabCycvNeuwBhqUFqVXZMX3vnpb2gm2K6feQdd3GJ
blizzard money dao,['other'],blizzard money is one of the top yield farms on binance smart chain we are sustainable innovative and quickly growing ecosystem of defi products,other,0,https://ipfs.io/ipfs/QmWRX73gt3tTqgFcZdnxPLQVLxekzECgcAL7QDLv46SNRm
metaplex dao,"['other', 'other']",metaplex empowers creators and builders with tools to launch nft apps on solana,other,0,https://pbs.twimg.com/profile_images/1505029264588034048/0ZWYFWy2_400x400.jpg
nftx dao,['Protocol'],nftx tokenizes nfts to be used as defi collaterals thus facilitating their discovery yielding and farming among other venues through its own nft marketplace nftx is platform for creating liquid markets for illiquid non fungible tokens nfts nftx mission is to become the primary provider of liquidity for floor nft collections allowing anyone to buy sell or invest in nft markets without needing the underlying knowledge and expertise required when investing in individual assets by doing so nftx will function as black hole for nfts this has the effect of financializing nfts as an asset class unlocking novel use cases and allowing them to be composed into defi,ethereum,54000,https://ipfs.io/ipfs/QmStVAeFEdSvFAyMcYDXqNDK3V7NWCxGMhBq4kfHySEeac
adventurer schema dao,"['other', 'other', 'other']",basic character building block nft for fantasy adventure games synergizes with projects like loot,other,0,https://pbs.twimg.com/profile_images/1442478567766384644/vDaw9IxG_200x200.jpg
jump trading group dao,['DAO Tools'],takes an active role in building software infrastructure and tooling for blockchain ecosystems,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/4iIrKAKu_400x400.jpg
sil dao,['other'],the single sided yield aggregator click hedging with adventurous functional nft farming card add ons,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/oa9rZsJa_400x400.jpg
compass mining dao,"['DAO Tools', 'DeFi', 'other']",bitcoin first proof of work mining company on mission to strengthen bitcoin network by democratizing hash rate,bitcoin,50700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/71430d88d355a8a6b400623043dec33f_400x400.png
moon dao,"['other', 'other']",moondao is an international collective of people united by the mission of decentralizing access to space research and exploration,other,0,https://ipfs.io/ipfs/Qme66oy1hiAfqFR6Zc2KFexiShTrJ2EwznzXMXYxHXNwvQ
squiggledao,"['Collector', 'Media']",community driven digital art house squiggledao the dao is decentralized art house and foundry for on chain generative art using publicly available dao infrastructure we coordinate community efforts to further the mission of the dao,ethereum,11300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/f2CgInvP_400x400.jpg
dhedge dao,"['other', 'other', 'other', 'other']",we re building future where everyone has simple and reliable access to financial freedom and stability so that society quality of life is improved dhedge is one stop location for managing investment activities on chain where you can put your capital to work in different strategies based on transparent track record,other,0,https://moondao.com/img/Original_Black.png
fodl dao,['DeFi'],fodl enables traders to utilize leverage for their trades without paying funding rate,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/o69-fZHJ_400x400.jpg
de_plan dao,"['other', 'Social', 'Social Impact']",we re global collective of planners architects designers and urbanists working on the future of cities,other,0,https://ipfs.io/ipfs/Qme9ECG3pfPJMWCWPogQao2X1J6a7b2pEma6BEGgLPTuK1
deepdao,"['DAO Tools', 'Social', 'DeFi']",data analytics site for decentralized autonomous organizations,ethereum,14800,https://ipfs.io/ipfs/QmSpTRfG8u8g5MV6nKgNQxkkZvD7Pi45wH7oVTLDqvA7ir
thesis dao,"['Investment', 'Protocol', 'other']",the venture builder behind some of the most impactful projects in crypto,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/3bd0ec12fb54e84742607e905f7caf58.png
parcel dao,['DAO Tools'],treasury management for daos,ethereum,5100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/XCOyXZb3_400x400.png
timshel dao,"['Metaverse', 'Social']",building bridges across the lootverse,ethereum,12100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/9qx-DR76_400x400.jpg
jammsession dao,['Social'],group of crypto natives trying to find signal in the noise,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/F5vbYU64_400x400.jpg
nation3 dao,['Social'],sovereign cloud nation building community of like minded people creating nation on the cloud,ethereum,3500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/5bsNWXsM_400x400.jpg
darkmatter dao,['other'],earn nft launchpad providing useful defi services to our alien community,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/M363P_Pk_400x400.png
onx finance dao,['DeFi'],onx finance multi chain yield aggregating platform,ethereum,0,https://ipfs.io/ipfs/QmV78agUo9sBHH9KwBz49z9YMyccadkYp3HMotcYixWkGv
baoman dao,['DAO Tools'],an innovative fairly distributed second layer for synthetic assets built on top of uniswap sushiswap and balancer,ethereum,16100,https://ipfs.io/ipfs/QmUABHF4RcidZCNbgUCuZt6pqLe2wsBys4PFJSR1ntHAhh
adventure gold dao,['Metaverse'],full currency stack for the open lootverse,ethereum,0,https://ipfs.io/ipfs/QmVGJYCxHttKb63wjWr7taS3i87bBE6oTq1YYehSzcB4B4
n_project dao,"['other', 'other', 'other', 'other']",randomized generated numbers stored on chain feel free to use in any way you want,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/vYIgPgSA_400x400.jpg
livepeer dao,['DeFi'],decentralized live streaming platform built on the blockchain,ethereum,35400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/FB026kCB_400x400.jpg
stableunitdao,"['DeFi', 'Social']",dao owned capital efficient stablecoin,polygon,2700,https://ipfs.io/ipfs/QmfUSxr9ZbuZZn8NPa3iNtZPHqKXWNGd7uJ1voau1pYTeR
meryt dao,['DAO Tools'],decentralized governance and treasury deployment protocol for dao,ethereum,20500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/brOtJm2p_400x400.jpg
citizen dao,"['DeFi', 'Social']",social impact dao for coordinating ideas people crypto to solve humanity biggest problems the world first decentralized autonomous organization for coordinating ideas people crypto to solve humanity biggest problems,ethereum,1600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/iDiTYWts_400x400.png
seedify.fund dao,"['Gaming', 'DeFi']",the incubator launchpad for blockchain games nfts and the metaverse,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/MpBIavlw_400x400.png
onto wallet dao,['DAO Tools'],decentralized cross chain desktop wallet for chrome browser,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/e8j2P6L4_400x400.jpg
tulip.money dao,"['other', 'other', 'other', 'other']",tulip is the first algorithmic stablecoin pegged to the price of rose,other,0,https://pbs.twimg.com/profile_images/1547230395204337666/yGJJvr4R_400x400.jpg
yield yak dao,['DeFi'],yield yak provides tools for defi users on avalanche discover huge selection of autocompounding farms and make your life easier,avalanche,7100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/jkmY8SId_400x400.jpg
pooltogether dao,['Protocol'],pooltogether is crypto powered savings protocol based on premium bonds save money and have chance to win every week,ethereum,48500,https://ipfs.io/ipfs/QmWfP6ajGf3SmfybsYuzQZw6eduX1K5GCHhNQbkAPnZASo
superteam dao,['Social Impact'],helping the most promising solana projects launch grow in the ascending world we help the most promising projects in the solana ecosystem in the ascending world india south east asia eastern europe and africa launch and grow we are organized as co operative of creatives operators and investors who are experienced in launching and growing technology businesses we value the sovereignty that comes with founding company the skin in the game that comes with investing and the joy that comes with getting sh done in pre crypto world we had to fit into broiler categories founder investor or employee crypto allows us to be free range and be all at the same time this workspace is raw wip and meant for our community we re turning our organization inside out so you can lurk find opportunities and join us on this adventure,solana,31500,https://raw.githubusercontent.com/yieldyak/brand-assets/main/y/y_256x256.png
anchorage digital dao,['DeFi'],the first federally chartered digital asset bank,ethereum,23200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/MtjyDDDh_400x400.jpg
templardao,['other'],templardao is decentralised reserve currency and multi chain hedge fund on bsc movr one,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/2DcLapEj_400x400.jpg
nfz school dao,"['other', 'other', 'other', 'other']",search horde or hold some nice fun zombies on the blockchain,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/TXoNN8UB_400x400.png
empyrean dao,"['other', 'other', 'other', 'other']",the decentralized reserve currency on aurora financial instrument to grow your wealth stake and earn compounding interest,other,0,https://ipfs.io/ipfs/QmabLF5AaoVWHQ77vH4kNKx8vGMxmcaHSEUw6GBVDaueoA
kokonut network dao,"['Social', 'Social Impact']",kokonut network brings blockchain governance and open source accounting to the agriculture industry kokonut network promotes organizes funds and manages coconut farms we gather funds from the community using the daohaus framework for decision making and project development when you mix agriculture blockchain web perfect weather and soil this formula allows us to create an amazing investment opportunity that doesn have an expiration date the formula allows us to offer lifetime partnership we achieve this by replanting the coconut trees once they stop bearing fruits one time contribution equals lifetime of rewards and benefits vision kokonut network is born from the vision of lowering the barrier for agriculture development rural project funding and democratizing investing into real world projects we can leverage and create multitude of projects that bring benefits to global crypto communities and every individual that wants to participate we count on all the permits necessary from the government weather and fertile land coconut farming is proven business that has lot of upsides differentiation there are lot of daos out there that are just cool ideas great design marketing without real business backing their idea lot of projects get rug pulled or end up abandoned by their users because they don deliver good product we at kokonut network have different way of doing things instead of founding our proposal or business plan on exploiting our users trying to hype them to buy some non backed token we have created system to promote fund and manage coconut farms that is time proof backed by real coconut plants in our land dao for funds governance funds allocation rewards sharing,gnosis,0,https://ipfs.io/ipfs/Qmch2DWVCRERW2vBxs7vUNNE6564R2KfZAzLZnfFXbCZm1
genesis blocks dao,['Collector'],ecosystem for evolving nfts with real life applications,bitcoin,6900,https://ipfs.io/ipfs/QmdWx2z1pn6bE4Ug5GsbsC37zNxQ1MF6uCnWmr12cf2JmN
cryptoshuraba dao,"['Gaming', 'Collector']",cryptoshuraba is crypto collective building suite of tools to enrich the rarity ecosystem on fantom,fantom,1900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/1b3e55d6852ae30cc497c3c5b11d26b7.jpg
stakewise dao,['DeFi'],stakewise runs ethereum only liquidity pools that initiate ethereum proof of stake validator nodes stakers are offered yields and opportunities to farm those yields accross defi,ethereum,10300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/N71cEYue_400x400.jpg
switchboard dao,['Social'],community curated oracle network on solana,solana,11600,https://ipfs.io/ipfs/QmSppF9ivYu9Q3V7qKrHCr5ztUfqRStdJbHtZ5VM1rwmaa
superwomen dao,"['Social', 'Social Impact']",women driven org enabling education collaboration for women in web startup ecosystem meetups mentors grants resources hackerhouses superwomen is legion of brilliant bold and badass women and non binary folks who are building operating or investing in the web ecosystem,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/dLHnL1cQ_400x400.png
enzyme finance dao,"['DAO Tools', 'DeFi']",open source protocol that enables the setup and management of pooled digital assets on chain,ethereum,34300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/vm1L_xNx_400x400.jpg
tcr party vip dao,['Social'],list that is managed by public group of token holders,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/b92c623e44089a88faaf3d2f0d4ada8b.jpg
ava labs dao,['DAO Tools'],the fastest smart contracts platform in the blockchain industry as measured by time to finality,avalanche,853300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/0qZRNSUc_400x400.jpg
finance.vote dao,"['other', 'DAO Tools']",dao that develops dao governance infrastructure and tools the finance vote dapp suite of decentralised applications allow web projects to create sustainable crypto economy that can be governed by the community,ethereum,7500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ngwrc7LQ_400x400.jpg
boringdao,"['other', 'other', 'other', 'other']",the ultimate dao driven inter blockchain hub for web boringdao is dao driven cross chain service provider for every crypto asset decentralized and permissionless solution to provide everyone with safe seamless and cost efficient experience for pegged tokens wrapping and assets transfers,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/mw-nN8m0_400x400.jpg
polycat finance dao,['DeFi'],the next generation of automated market making amm decentralized exchange with deflationary token model,polygon,21000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/lyIfQLSV_400x400.jpg
noname dao,"['Collector', 'Social']",noname dao is an experimental community that aims to build new method of connecting investors and founders for collaboration,polygon,0,https://ipfs.io/ipfs/QmRoRjQAVGAbhBdzzD5ngH7q5Ff6cwwpfGKrt9HqpQahWW
seedao,"['Collector', 'Social']",to introduce web creators to the web world and help content creators and content consumers explore better production relationships and organizational forms,ethereum,9400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Wi5T0nGZ_400x400.jpg
harmony dao,['DAO Tools'],open platform for assets collectibles identity governance,binance,433300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/JflKuPv-_400x400.jpg
neon dao,"['Metaverse', 'Social']",for profit dao for the metaverse,ethereum,10000,https://ipfs.io/ipfs/QmeWjqA33P5S763r6PrNP5t6jNnfm8mJfbK9qiv8kLEk5u
koodos dao,"['DAO Tools', 'Social']",koodos lets you turn any content you love on the internet into customizable nft creating collection that meaningfully represents who you are online,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/HGlJ9PPI_400x400.jpg
joystream dao,['Media'],joystream is substrate based protocol that aims to formalize shared content platform it is operated and governed by its users joystream is substrate based protocol that aims to formalize shared content platform it is operated and governed by its users today web is broken and corrupted content creating platforms serve their owners and not their users we call for an arrangement where media platforms are accountable to the people they impact which are primarily their users be it as consumers creatives third party developers or workers it is the absence of such accountability which is the fundamental source of any particular problem at any particular time,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/DI1evdVY_400x400.jpg
pleasrdao,"['DeFi', 'Collector']",collective of defi leaders early nft collectors and digital artists who have built formidable yet benevolent reputation for acquiring culturally significant pieces with charitable twist,ethereum,50400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/7z68RBJC_400x400.jpg
pinatacloud dao,"['DAO Tools', 'other']",cloud service for nft storage,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/dd97cff82c16c9245cce00021808c4f2.png
occamfi dao,['DAO Tools'],suite of defi solutions tailored for cardano designed to deliver market leading launchpad capabilities dex tools and liquidity pools,ethereum,44400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/liaziLZS_400x400.jpg
sushiswap dao,['Protocol'],sushiswap is decentralized exchange that forked uniswap with decentralized governance and development it serves investments in varied cross blockchain defi products sushi is community driven organization built to solve what might be called the liquidity problem one could define this problem as the inability of disparate forms of liquidity to connect with markets in decentralized way and vice versa while other solutions provide incrementally progressive advances toward solving the problem of liquidity sushi progress is intended to create broader range of network effects rather than limiting itself to single solution sushi intertwines many decentralized markets and instruments much like the banking system is the base layer for financial operations in traditional finance sushiswap bentobox is the base layer for all the future financial instruments sushi intends to offer trident for instance which is factory system for producing liquidity pools will be built on top of bento as will mirin system for whitelisted users where they can interact with each other in good faith and fair dealings because they are all built on the bentobox pending orders and idle capital that are using these instruments will be eligible to be applied to strategies and flash loans which generates more yield for the user,ethereum,305200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/HlDTM6tf_400x400.png
blockchain capital dao,['Investment'],leading venture firm in the blockchain industry in the last years we have made over investments in companies and protocols in the sector across different stages geographies and asset types,ethereum,54400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Sr9a_OUO_400x400.jpg
terraform labs dao,['Protocol'],crypto fintech firm that is building decentralized price stable cryptocurrency that will gain usage as means of payment at massive scale through an alliance of large commerce partners across the globe,ethereum,47700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ltI7e1Lb_400x400.png
alpha dao,"['other', 'other', 'other', 'other']",alpha dao is community based nft dao formed around the merge by pak drop,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/FOEMuzbl_400x400.jpg
ethermore dao,"['other', 'other', 'other']",dao based rpg,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/-WupFMHp_400x400.jpg
robo frens dao,['Collector'],connecting like minded individuals in web we re community driven nft project our nfts are made up with over one hundred exciting traits each robo fren is unique non fungible token nft on the ethereum blockchain holding our nft allows you to participate in coordinating the treasury the treasury will be seeded with eth after the public sale ends plus royalties holders can vote for experiences activations and campaigns that benefit the community,other,0,https://raw.githubusercontent.com/snapshot-labs/snapshot-spaces/master/spaces/urndao.eth/space.png
teddy cash dao,"['Investment', 'Protocol']",investment dao supporting and investing in innovative avalanche projects teddy cash is decentralized borrowing protocol with interest free loans on avalanche,avalanche,0,https://ethermore.xyz/wp-content/uploads/2021/06/20210510_115447-e1622770379167.png
cre8rdao,"['DeFi', 'other']",defi content marketing agency,ethereum,7000,https://ipfs.io/ipfs/QmdkrZtbBArv2iYyBS7WY2yza3Ld1p5E9EYxvVRfDp7JWt
dego finance dao,"['Social', 'Investment']",an independent but open nft ecosystem that draws users to enter blockchain space where anyone could issue nft launch mining auction trading and so on taking care of the life cycle of an nft,ethereum,289900,https://pbs.twimg.com/profile_images/1421132045011537926/ZmWIuTyO_400x400.jpg
utopia labs dao,['DAO Tools'],system for managing contributor payments expenses and more for dao,ethereum,13700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/d1wm0uh7_400x400.jpg
polis dao,['other'],stake swap trade and engage with vibrant community building the future of payments,binance,3500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/_937ESa9_400x400.jpg
for loot and glory dao,['Entertainment'],the for loot and glory guild is community of players specialized in nft play to earn through our guild vault and flag token we will have the ability to know at any given time how many current members are active in each game it also makes it possible to create events to support the needs of the members and reward them with portion of the profits in the form of royalties that the guild generates based on their commitment,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/iBM-uj-H_400x400.jpg
marnotaur dao,"['DeFi', 'Protocol']",liquidity protocol for secure margin fully compatible with any other defi protocol or network enabling traders farmers and keepers to multiply their gains marnotaur enables the most important liquidity operations in defi,ethereum,80400,https://ipfs.io/ipfs/QmUfZ78efuXostNvM5etm9LQxzGmZPhYhMMhoAdKhu5Kvv
yield guild games dao,['other'],ygg is play to earn gaming guild ygg is play to earn gaming guild bringing players together to earn via blockchain based economies we are the settlers of new worlds in the metaverse,binance,299700,https://ipfs.io/ipfs/QmTfJXxBCUXpMya4fdMEk2Sim7HjtfhKFbVowLDdLfFXQw
vesper finance dao,"['DAO Tools', 'DeFi']",platform for easy to use defi products,ethereum,23900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/MCije0lL_400x400.png
parrot defi dao,"['other', 'other', 'other']",parrot defi is decentralized yield farming and nfts multi chain platform committed to support the future of defi,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/le1nzlO6_400x400.jpg
trusted node dao,"['Investment', 'other']",earn the rewards you deserve on the coins you love trusted node is decentralized non custodial validator service and governance hub enabling users to participate in pos blockchain rewards and governance without the need to personally operate the validator nodes trusted node dao and its partners own and operate an array of validator nodes users have the ability to delegate coins to their chosen pos networks and rewards are subsequently distributed back to them depending on the platform feature utilized rewards will be paid in blockchain native token liquid derivatives or trusted node token tnode,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/H5WVDVCW_400x400.jpg
crypto unicorns dao,['Gaming'],digital pet collecting and farming game built on blockchain blockchain based gaming is nascent industry and we expect changes as we build fun and engaging titles under this new economic paradigm it our goal to embrace the core fundamental tenets of player ownership and forge into this new space as developer our hope is that crypto unicorns will introduce millions of new players around the world to the benefits of in game asset ownership and the wider web movement,ethereum,37100,https://harmony.parrotdefi.com/images/farms/1pegg.png
grailersdao,['Investment'],grailersdao is community focused on supporting and collecting high end grail art nfts grailersdao is community focused on supporting and collecting high end grail art nfts with particular affinity for generative art and art blocks we aim to support generative artists and the broader generative art ecosystem,ethereum,1600,https://pbs.twimg.com/profile_images/1435183583677747200/d5A8nnJf_400x400.jpg
snook dao,['Gaming'],multi player skill based game that rewards your talent skill and persistence with nfts,ethereum,60700,https://ipfs.io/ipfs/QmdHtxcTXwSb9E1k1TPtowXgnoSG3vSFZcQxhq4e9UPxsj
apeswap dao,['DeFi'],decentralized exchange that gives users access to different financial markets for lending payments staking and derivatives,binance,289600,https://www.grailers.io/images/logo.png
smartdoge dao,"['other', 'other', 'other']",formerly dog currently working on prediction market lending solution and more on smartbch,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Bn4olxK2_400x400.jpg
buzzed bear plazza dao,"['other', 'other', 'other', 'other']",we are community of intelligent talented individuals who want to build an organization that we can be proud of when you purchase one of our nfts you re not just buying creative whimsical piece of art,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/4Y1iqnJq_400x400.jpg
mergedao,['other'],the quest to become singularity we will not go extinct largest mass,other,0,https://raw.githubusercontent.com/smartdogebch/assets/main/smartdoge-icon.png
rei  network dao,"['other', 'other', 'other', 'other']",rei was developed for the evolution trend of the blockchain to achieve lightweight evm compatible higher performance and no fee blockchain framework,other,0,https://ipfs.io/ipfs/Qmbw3eL7rDLLY9qHB8isRyYUdeFPkkCyXSgiJsKLNsqSWi
geojam dao,['other'],jam redefines the existing creator economy by creating virtuous cycle for creative communities,other,0,https://raw.githubusercontent.com/snapshot-labs/snapshot-spaces/master/spaces/themergedaovote.eth/space.png
electric coin company dao,['DeFi'],ecc builds and supports technology to provide people with access to fair and open currency regardless of location or demographic inventors of zcash,binance,87500,https://ipfs.io/ipfs/QmNPiSq5NXLHVmaz3nJDGQiUdVq7s2728G1be61pMWoWC6
decentraland dao,['Protocol'],vr metaverse plaftorm dao controlled by users decentraland offers land plots and tools for users to access play create exhibit monetize and trade digital content see also more thorough,ethereum,641900,https://pasteboard.co/c9U8UausoDh6.png
aavegotchi dao,['Protocol'],digital frens for the crypto generation aavegotchis are playable nfts with defi join the frenliest community in crypto http discord gg aavegotchi aavegotchi is defi enabled crypto collectibles game developed by singapore based pixelcraft studios that allows players to stake non fungible tokens nfts avatars with interest generating tokens and interact with the aavegotchi metaverse it is unique combination of decentralized finance defi and nfts,ethereum,155000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/dwc9sVjx_400x400.png
fuji dao,"['DeFi', 'DAO Tools']",low cost sustainable defi nft ecosystem native on the energy web chain,ethereum,9300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/2vDTO8L3_400x400.jpg
solend dao,['DeFi'],algorithmic decentralized lending and borrowing protocol on solana lending and borrowing has proven itself as key in defi ecosystem however current products are slow and expensive on solana solend can scale to being faster and cheaper solend aims to be the easiest to use and most secure solution on solana,solana,14800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/sSdvR8NY_400x400.png
hunnyplay dao,['Gaming'],our hunny finance very own gaming playground with all settlements payments integrated on bsc for transparent and secure way of online gaming,binance,25500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/rM5KCEXu_400x400.png
nowhere dao,['Social'],digital spaces for gathering with people face to face,binance,1100,https://s2.coinmarketcap.com/static/img/coins/200x200/13524.png
rotten swap dao,"['other', 'other', 'other']",deflationary yield farming token,ethereum,3800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ioQPjgwk_400x400.jpg
ideamarket dao,['other'],the credibility layer of the internet if bitcoin is money without banks ideamarket is credibility without institutions,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/O_8H_4LM_400x400.jpg
tally dao,"['DAO Tools', 'DeFi']",voting dashboard aggregating data from defi protocols governance and providing it in real time for research and analysis,ethereum,10200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/4-p1fmEb_400x400.jpg
krause house dao,['other'],community of hoops fanatics that are crazy enough to purchase and operate an nba team as dao krause house dao is an organization with the ultimate goal of owning and operating an nba team governed by our members known as jerry together we will write the consensus rules that will bring the first fan governed team to the nba the collective of ambitious contributors whose goal is to own an nba team describes the underlying mission of daos in its purest form difficult by one achievable by many,ethereum,17600,https://pbs.twimg.com/profile_images/1419184367650312193/jesWP7_d_400x400.jpg
fiatlux dao,"['Social', 'Protocol']",dao with the mission of highlighting the importance of science and technology to society while leveraging the power of crypto to fund breakthrough academic research in novel more accessible ways,ethereum,1200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/iEsouUzR_400x400.jpg
mirror dao,"['Media', 'DAO Tools']",media publishing platform dao,ethereum,89400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/-HEQTtGz_400x400.png
avantgarde finance dao,"['DAO Tools', 'DeFi', 'other']",defi services for treasury management asset management dapp developers,ethereum,2900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/GPazF27y_400x400.jpg
game7 dao,"['Grant', 'Investment', 'Gaming']",game is an autonomous institution with treasury managed and deployed by its community this community will shape capital allocation decisions define gamefi standards fund open source software and help make the gaming industry equitable and fair,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/VVWXmSVk_400x400.jpg
defi alliance dao,"['DAO Tools', 'Protocol']",the leading decentralized finance accelerator,ethereum,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/zn0KHk1r_400x400.png
mina protocol dao,['Protocol'],mina protocol aims to be lightweight blockchain that maintains constant size of just kb regardless of how many transactions are committed to the network,bitcoin,228700,https://pbs.twimg.com/profile_images/1532001777943465984/m6jPRFdB_400x400.jpg
cudos dao,"['DAO Tools', 'Protocol']",powering smart contracts defi and the internet,ethereum,48800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/default_profile_400x400.png
clarity dao,['DAO Tools'],simplest all in one workspace for decentralized teams,ethereum,5800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/JM4_vQ34_400x400.png
panvala dao,['Social'],network of communities who cooperate and earn perks from panvala shared endowment,ethereum,2700,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Z7TIoIcj_400x400.png
sorare dao,['Collector'],fantasy football game based around blockchain where users can trade players enter tournaments compete for prizes,ethereum,2500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/MZ3PRDoJ_400x400.png
ancient shrooms dao,"['other', 'other', 'other', 'other']",web community focused on the power of medicinal mushroom research and benefits,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/U3XNtqRo_400x400.jpg
originalsdao,"['Social', 'Collector']",original polaroids by loganpaul one nft auctioned daily,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/1WS4S3UT_400x400.jpg
redstone dao,['Protocol'],cross chain solution that takes the best from different chains,arweave,7300,https://ipfs.io/ipfs/QmXUYZJxc92xXNhBp1ji298xHu9zuDkNbQ5UwEEYvv7Nmr
sourcecred dao,['DAO Tools'],dao community tool to measure reward value creation,ethereum,3900,https://pbs.twimg.com/profile_images/1513654156527116292/HPTW_wuo_400x400.jpg
staked dao,['DeFi'],opportunity to compound crypto through staking and lending,ethereum,7900,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/jf6E8c-K_400x400.png
pocket network dao,['DAO Tools'],decentralized rpc protocol to access any blockchain,ethereum,58000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/gYjOVtMn_400x400.jpg
jpg nft index dao,"['DeFi', 'Investment']",governance space for the jpg nft index token from index coop governance is provided by the collectooors nft holders https collectooors mirror xyz,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/FnTG3PiJ_400x400.jpg
club721 dao,['Collector'],the best club for nft based in asia but worldwide friendly,ethereum,58600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Q7Wa_y4C_400x400.jpg
