,Dao_title,categories,about,simdaos,chain
714,DAOHQ - $DOG DAO,"[' Twitter ', ' Twitter ']","The world’s most iconic meme has been minted as an NFT by Doge’s human and picture taker and can now be collectively owned. Own the meme, own the Doge. $DOG
",[],[]
715,DAOHQ - Sherpa Cash DAO,"['DAO Tools', 'Protocol', 'DeFi']","A fully decentralized protocol for private transactions on Avalanche.
","['88mph', 'APY Vision', '0x', '1inch Network']","['Avalanche', '14.8K']"
716,DAOHQ - Kaiko DAO,['DAO Tools'],"Cryptocurrency market data for enterprises
","['88mph', 'APY Vision', '0x', '1inch Network']",['9.9K']
717,DAOHQ - Tokemak DAO,"['DeFi', 'Protocol']","A novel DeFi primitive designed to generate sustainable liquidity
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '50.7K']"
718,DAOHQ - Nil DAO,"['Investment', 'Entertainment']","Community Curated NFT Launchpad
 Nil is a community-curated marketplace looking to harmonize the relationship between the creator economy participants. NFTs are a revolutionary concept which allows novel forms of value creation and distribution, liberating creators from traditional constraints. Nil DAO is here to put the power of NFTs in the hand of the people.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Ethereum', '2.5K']"
719,DAOHQ - KlimaDAO,['Social Impact'],"An algorithmic carbon-backed currency 🌳 🌳
 KlimaDAO is the center of a new green economy. Built on the energy efficient Polygon network, KlimaDAO uses a stack of technologies to reduce market fragmentation and accelerate the delivery of climate finance to sustainability projects globally.
","['Antidote DAO', 'BoldDao', 'Boss Beauties DAO', 'Carbonswap']","['Polygon', '108.8K']"
720,DAOHQ - KalakendraDAO,"['Social', 'Social Impact']","KalakendraDAOs purpose is to create awareness about NFTs in India and onboard new artists to the Near Ecosystem.
 KalakendraDAO’s vision is to create more awareness about NFT in India. Onboarding form: https://forms.gle/xwdUjGKfCACpc7Np9
","['1Hive', '8DAO', '4k', 'ACryptoS']","['NEAR', '111.0']"
721,DAOHQ - BLOCWARS DAO,"[' blocwars.io/home Discord  Twitter ', ' blocwars.io/home', ' Discord ', ' Twitter ']","Social Network for Fashion & Entertainment. Immersive e-commerce for brands & metaverse residents.
",[],['45.8K']
722,DAOHQ - humanDAO,['Social Impact'],"Improving lives through crypto with education & opportunities in web3
 humanDAO is a social impact project using blockchain tech (NFTs, DeFi, Dapps, etc.) to offer new ways of earning. Nearly 1.9 billion people currently have access to the internet and make far less than $20/day. Play-to-earn (P2E) gaming and learn-to-earn (L2E) opportunities offer underserved communities new income potential.
","['Antidote DAO', 'BoldDao', 'Boss Beauties DAO', 'Carbonswap']","['Ethereum', '63.9K']"
723,DAOHQ - Pangolin DAO,['DeFi'],"A community-driven decentralized exchange for Avalanche and Ethereum assets with fast settlement, low transaction fees, and a democratic distribution–powered by Avalanche.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Avalanche', '96.6K']"
724,DAOHQ - Regenerative Renaissance  DAO,"[' discord.com/invite/dSFeSW4 Discord  Twitter ', ' discord.com/invite/dSFeSW4', ' Discord ', ' Twitter ']","Community aiming to heal the Earth by 2030
",[],"['Ethereum', '3.4K']"
725,DAOHQ - Metalk DAO,"['Metaverse', 'Social']","CONNECT THE CRYPTO WORLD WEB3.0 META SOCIAL
 Metalk is a metaversal social application built on Web3.0 that realizes the value of the platform and the decentralization of community governance via NFT assets. Metalk serves as a platform for users to display their virtual collections, show off their wealth, and dress up their virtual selves. Metalk also provides crypto project teams a platform to effectively manage their communities, perform marketing among other needs. This way, it becomes an exclusively interesting and useful “Metalk Social Media Kingdom” for crypto enthusiasts.
","['Bears Deluxe', 'BreederDAO', 'Adventure Gold', 'CabinDao']","['Ethereum', '4.7K']"
726,DAOHQ - Mate DAO,['Protocol'],"MATE aims to create the best user experience for DEX traders and help you make the most of your bucks.
","['Aave', 'ARCx', 'APWine', 'API3']",['340.0']
727,DAOHQ - NFT OFF ROAD FAN CLUB DAO,"['Investment', 'Collector']","NFT Off-Road Fan Club is the first and largest community created within the metaverse.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']",['748.0']
728,DAOHQ - Blizzard Money DAO,['0x9a946...5583e'],"Blizzard.Money is one of the top yield farms on Binance Smart Chain. We are a sustainable, innovative, and quickly growing ecosystem of DeFi products.
",[],[]
729,DAOHQ - Metaplex DAO,"[' www.metaplex.com', ' www.metaplex.com']","Metaplex empowers creators and builders with tools to launch NFT apps on Solana.
",[],[]
730,DAOHQ - NFTX DAO,['Protocol'],"NFTX tokenizes NFTs to be used as DeFi collaterals, thus facilitating their discovery, yielding and farming, among other venues through its own NFT marketplace.
 
NFTX is a platform for creating liquid markets for illiquid Non-Fungible Tokens
(NFTs).


NFTX’s mission is to become the primary provider of liquidity for floor NFT
collections, allowing anyone to buy, sell or invest in NFT markets without
needing the underlying knowledge and expertise required when investing in
individual assets. By doing so, NFTX will function as a black hole for NFTs.


This has the effect of financializing NFTs as an asset class, unlocking novel
use cases and allowing them to be composed into DeFi.
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '54.0K']"
731,DAOHQ - Adventurer Schema DAO,"[' adventurerschema.com Twitter ', ' adventurerschema.com', ' Twitter ']","Basic character building block NFT for fantasy/adventure games, synergizes with projects like Loot
",[],['57.0']
732,DAOHQ - Jump Trading Group DAO,['DAO Tools'],"Takes an active role in building software infrastructure and tooling for blockchain ecosystems
","['88mph', 'APY Vision', '0x', '1inch Network']",['4.8K']
733,DAOHQ - SIL DAO,[' 0x133b...3a13c'],"The single sided yield aggregator (1 click hedging) with adventurous functional #NFT farming card add-ons
",[],['32.1K']
734,DAOHQ - Compass Mining DAO,"['DAO Tools', 'DeFi', 'Service']","Bitcoin-first, proof-of-work mining company on a mission to strengthen Bitcoin’s network by democratizing hash rate
","['88mph', 'APY Vision', '0x', '1inch Network']","['Bitcoin', '50.7K']"
735,DAOHQ - Moon DAO,"[' moondao.com', ' moondao.com']","MoonDAO is an international collective of people united by the mission of decentralizing access to space research and exploration.
",[],[]
736,DAOHQ - SquiggleDAO,"['Collector', 'Media']","Community-driven digital art house
 SquiggleDAO (the DAO) is a decentralized art house and foundry for on-chain generative art. Using publicly available DAO infrastructure, we coordinate community efforts to further the mission of the DAO.
","['About', 'Baby Wealthy Club', 'APE DAO', 'BAYC', 'Async Art']","['Ethereum', '11.3K']"
737,DAOHQ - dHEDGE DAO,"[' ge.org Discord  Twitter ', ' ge.org', ' Discord ', ' Twitter ']","We’re building a future where everyone has simple and reliable access to financial freedom and stability so that society’s quality of life is improved.
 ​dHEDGE is a one-stop location for managing investment activities on-chain where you can put your capital to work in different strategies based on a transparent track record.
",[],['4.5K']
738,DAOHQ - Fodl DAO,['DeFi'],"Fodl enables traders to utilize leverage for their trades without paying a funding rate.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['3.1K']
739,DAOHQ - de_plan DAO,"['Service', 'Social', 'Social Impact']","We’re a global collective of Planners, Architects, Designers and Urbanists working on the future of Cities.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']",['Solana']
740,DAOHQ - DeepDao,"['DAO Tools', 'Social', 'DeFi']","Data analytics site for decentralized autonomous organizations
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '14.8K']"
741,DAOHQ - Thesis DAO,"['Investment', 'Protocol', 'Service']","The venture builder behind some of the most impactful projects in crypto
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']",['3.8K']
742,DAOHQ - Parcel DAO,['DAO Tools'],"Treasury Management for DAOs
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '5.1K']"
743,DAOHQ - Timshel DAO,"['Metaverse', 'Social']","Building bridges across the Lootverse
","['Bears Deluxe', 'BreederDAO', 'Adventure Gold', 'CabinDao']","['Ethereum', '12.1K']"
744,DAOHQ - JammSession DAO,['Social'],"A group of crypto-natives trying to find signal in the noise.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '671.0']"
745,DAOHQ - Nation3 DAO,['Social'],"Sovereign cloud nation. Building a community of like-minded people creating a nation on the cloud.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '3.5K']"
746,DAOHQ - DarkMatter DAO,['0x90e89...e5c0f'],"Earn. NFT. Launchpad. Providing useful DeFi Services to our Alien community.
",[],['981.0']
747,DAOHQ - OnX Finance DAO,['DeFi'],"OnX Finance: Multi-Chain Yield Aggregating Platform.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '495.0']"
748,DAOHQ - BaoMan DAO,['DAO Tools'],"An innovative, fairly distributed, second layer for synthetic assets built on top of Uniswap, SushiSwap and Balancer
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '16.1K']"
749,DAOHQ - Adventure Gold DAO,['Metaverse'],"A full currency stack for the open LOOTverse
","['Bears Deluxe', 'BreederDAO', 'Adventure Gold', 'CabinDao']","['Ethereum', '706.0']"
750,DAOHQ - n_project DAO,"[' nproject.cc Discord  Twitter ', ' nproject.cc', ' Discord ', ' Twitter ']","Randomized generated numbers stored on chain. Feel free to use n in any way you want.
",[],['5.7K']
751,DAOHQ - Livepeer DAO,['DeFi'],"Decentralized live streaming platform built on the blockchain
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '35.4K']"
752,DAOHQ - StableUnitDAO,"['DeFi', 'Social']","DAO owned, capital efficient stablecoin
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Polygon', '2.7K']"
753,DAOHQ - Meryt DAO,['DAO Tools'],"Decentralized governance and treasury deployment protocol for DAO’s
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '20.5K']"
754,DAOHQ - Citizen DAO,"['DeFi', 'Social']","Social impact DAO for coordinating ideas, people, & crypto to solve humanity’s biggest problems
 The world’s first “Decentralized Autonomous Organization” for coordinating ideas, people, & crypto to solve humanity’s biggest problems
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '1.6K']"
755,DAOHQ - Seedify.fund DAO,"['Gaming', 'DeFi']","The Incubator & Launchpad for Blockchain Games, NFTs, and the Metaverse.⚡
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']",[]
756,DAOHQ - ONTO Wallet DAO,['DAO Tools'],"Decentralized cross-chain desktop wallet for Chrome browser
","['88mph', 'APY Vision', '0x', '1inch Network']",['209.5K']
757,DAOHQ - Tulip.money DAO,"[' tulip.money Discord  Twitter ', ' tulip.money', ' Discord ', ' Twitter ']","Tulip is the first algorithmic stablecoin pegged to the price of $ROSE.
",[],[]
758,DAOHQ - Yield Yak DAO,['DeFi'],"Yield Yak provides tools for DeFi users on Avalanche. Discover a huge selection of autocompounding farms and make your life easier.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Avalanche', '7.1K']"
759,DAOHQ - PoolTogether DAO,['Protocol'],"PoolTogether is a crypto-powered savings protocol based on Premium Bonds. Save money and have a chance to win every week.
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '48.5K']"
760,DAOHQ - Superteam DAO,['Social Impact'],"Helping the most promising Solana projects launch & grow in the ascending world
 We help the most promising projects in the Solana ecosystem in the ascending world (India, South East Asia, Eastern Europe, and Africa) launch and grow. We are organized as a co-operative of creatives, operators, and investors who are experienced in launching and growing technology businesses.
We value the sovereignty that comes with founding a company, the skin in the game that comes with investing, and the joy that comes with getting sh*t done. In a pre-crypto world, we had to fit into broiler categories — founder, investor, or employee. Crypto allows us to be free-range and be all 3 at the same time.
This workspace is raw, WIP, and meant for our community. We’re turning our organization inside-out so you can lurk, find opportunities and join us on this adventure.
","['Antidote DAO', 'BoldDao', 'Boss Beauties DAO', 'Carbonswap']","['Solana', '31.5K']"
761,DAOHQ - Anchorage Digital DAO,['DeFi'],"the first Federally Chartered Digital Asset Bank
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '23.2K']"
762,DAOHQ - TemplarDAO,['0x19e6b...5df01'],"TemplarDAO is a decentralised reserve currency and a multi-chain hedge fund on BSC/MOVR/ONE.
",[],['493.0']
763,DAOHQ - NFZ School DAO,"[' www.nicefunzombies.io Discord  Twitter ', ' www.nicefunzombies.io', ' Discord ', ' Twitter ']","Search, horde, or hold some nice & fun zombies on the blockchain.
",[],['3.9K']
764,DAOHQ - Empyrean DAO,"[' empyrean.fi Discord  Twitter ', ' empyrean.fi', ' Discord ', ' Twitter ']","The Decentralized Reserve Currency on Aurora. A financial instrument to grow your wealth - stake and earn compounding interest.
",[],[]
765,DAOHQ - Kokonut Network DAO,"['Social', 'Social Impact']","Kokonut Network brings blockchain governance and open-source accounting, to the agriculture industry. Kokonut Network promotes, organizes, funds, and manages coconut farms. We gather funds from the community using the DAOHaus framework for decision-making and project development.
 When you mix agriculture + blockchain + web3 + perfect weather, and soil, this formula allows us to create an amazing investment opportunity that doesn’t have an expiration date. The formula allows us to offer a lifetime partnership. We achieve this by replanting the coconut trees once they stop bearing fruits, a one-time contribution equals a lifetime of rewards and benefits.
Vision
Kokonut Network is born from the vision of lowering the barrier for agriculture development, rural project funding, and democratizing investing into real-world projects. We can leverage and create a multitude of projects, that bring benefits to global crypto communities and every individual that wants to participate. We count on all the permits necessary from the government, weather, and fertile land. Coconut farming is a proven business that has a lot of upsides.
Differentiation
There are a lot of DAOs out there that are just cool ideas, great design & marketing. Without a real business backing their idea. A lot of projects get rug-pulled or end up abandoned by their users because they don’t deliver a good product.
We at Kokonut Network have a different way of doing things. Instead of founding our proposal or business plan on exploiting our users, trying to hype them to buy some non-backed token. We have created a system to promote, fund, and manage coconut farms, that is time-proof, backed by real coconut plants in our land, DAO for funds governance, funds allocation & rewards sharing.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Gnosis', '54.0']"
766,DAOHQ - Genesis Blocks DAO,['Collector'],"Ecosystem for evolving NFTs with real life applications
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Bitcoin', '6.9K']"
767,DAOHQ - CryptoShuraba DAO,"['Gaming', 'Collector']","Cryptoshuraba is a crypto collective, building a suite of tools to enrich the Rarity ecosystem on Fantom
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Fantom', '1.9K']"
768,DAOHQ - Stakewise DAO,['DeFi'],"StakeWise runs Ethereum-only liquidity pools that initiate Ethereum 2.0 Proof-of-Stake validator nodes. Stakers are offered yields and opportunities to farm those yields accross DeFi.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '10.3K']"
769,DAOHQ - Switchboard DAO,['Social'],"Community curated oracle network on Solana
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Solana', '11.6K']"
770,DAOHQ - Superwomen DAO,"['Social', 'Social Impact']","A women-driven org enabling education & collaboration for women in web3 & startup ecosystem 🌸 Meetups | Mentors | Grants | Resources | Hackerhouses ✨
 Superwomen is a legion of brilliant, bold, and badass women and non-binary folks who are building, operating, or investing in the web3 ecosystem.
","['1Hive', '8DAO', '4k', 'ACryptoS']",[]
771,DAOHQ - Enzyme Finance DAO,"['DAO Tools', 'DeFi']","Open-source protocol that enables the setup and management of pooled digital assets on-chain
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '34.3K']"
772,DAOHQ - TCR Party VIP DAO,['Social'],"List that is managed by a public group of token-holders
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '702.0']"
773,DAOHQ - Ava Labs DAO,['DAO Tools'],"The fastest smart contracts platform in the blockchain industry, as measured by time-to-finality
","['88mph', 'APY Vision', '0x', '1inch Network']","['Avalanche', '853.3K']"
774,DAOHQ - Finance.Vote DAO,"['Service', 'DAO Tools']","A DAO that develops DAO governance infrastructure and tools…
 The finance.vote dApp Suite of decentralised applications allow Web3.0 projects to create a sustainable crypto economy that can be governed by the community.
","['About', 'Aragon', 'AngelDAO', 'AladdinDAO', '80Acres DAO']","['Ethereum', '7.5K']"
775,DAOHQ - BoringDAO,"[' www.boringdao.com Discord  Twitter ', ' www.boringdao.com', ' Discord ', ' Twitter ']","The ultimate DAO-driven inter-blockchain hub for Web 3.0
 BoringDAO is a DAO-driven cross-chain service provider for every crypto asset.
A decentralized and permissionless solution to provide everyone with a safe, seamless and cost efficient experience for pegged tokens wrapping and assets transfers
",[],['6.4K']
776,DAOHQ - Polycat Finance DAO,['DeFi'],"the next generation of Automated Market Making (AMM) decentralized exchange with a deflationary token model
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Polygon', '21.0K']"
777,DAOHQ - Noname DAO,"['Collector', 'Social']","Noname DAO is an experimental community that aims to build a new method of connecting investors and founders for collaboration.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Polygon', '981.0']"
778,DAOHQ - SeeDAO,"['Collector', 'Social']","to introduce Web2.0 creators to the Web3.0 world and help content creators and content consumers explore better production relationships and organizational forms
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '9.4K']"
779,DAOHQ - Harmony DAO,['DAO Tools'],"Open platform for assets, collectibles, identity, governance
","['88mph', 'APY Vision', '0x', '1inch Network']","['Binance', '433.3K']"
780,DAOHQ - Neon Dao,"['Metaverse', 'Social']","A for-profit DAO for the metaverse
","['Bears Deluxe', 'BreederDAO', 'Adventure Gold', 'CabinDao']","['Ethereum', '10.0K']"
781,DAOHQ - koodos DAO,"['DAO Tools', 'Social']","Koodos lets you turn any content you love on the internet into a customizable NFT, creating a collection that meaningfully represents who you are online
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '770.0']"
782,DAOHQ - Joystream DAO,['Media'],"Joystream is a substrate-based protocol that aims to formalize a shared content platform. It is operated and governed by its users.
 Joystream is a substrate-based protocol that aims to formalize a shared content platform. It is operated and governed by its users.
Today’s web 2.0 is broken and corrupted. Content-creating platforms serve their owners and not their users.
We call for an arrangement where media platforms are accountable to the people they impact, which are primarily their users, be it as consumers, creatives, third-party developers, or workers.
It is the absence of such accountability which is the fundamental source of any particular problem at any particular time.
","['About', 'Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']",['2.9K']
783,DAOHQ - PleasrDao,"['DeFi', 'Collector']","Collective of DeFi leaders, early NFT collectors and digital artists who have built a formidable yet benevolent reputation for acquiring culturally significant pieces with a charitable twist
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '50.4K']"
784,DAOHQ - PinataCloud DAO,"['DAO Tools', 'Service']","Cloud service for NFT storage
","['88mph', 'APY Vision', '0x', '1inch Network']",['14.9K']
785,DAOHQ - OccamFi DAO,['DAO Tools'],"A suite of DeFi solutions tailored for Cardano; designed to deliver market leading launchpad capabilities, DEX tools, and liquidity pools
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '44.4K']"
786,DAOHQ - Sushiswap DAO,['Protocol'],"SushiSwap is a Decentralized EXchange that forked Uniswap with decentralized governance and development. It serves investments in varied, cross-blockchain DeFi products.
 Sushi is a community-driven organization built to solve what might be called the “liquidity problem.” One could define this problem as the inability of disparate forms of liquidity to connect with markets in a decentralized way, and vice versa. While other solutions provide incrementally progressive advances toward solving the problem of liquidity, Sushi’s progress is intended to create a broader range of network effects. Rather than limiting itself to a single solution, Sushi intertwines many decentralized markets and instruments.
Much like the banking system is the base-layer for financial operations in traditional finance, SushiSwap’s BentoBox is the base-layer for all the future financial instruments Sushi intends to offer. Trident, for instance, which is a factory system for producing liquidity pools, will be built on top of Bento, as will Mirin — a system for whitelisted users where they can interact with each other in good faith and fair dealings. Because they are all built on the BentoBox, pending orders and idle capital that are using these instruments will be eligible to be applied to strategies and flash loans, which generates more yield for the user.
","['About', 'APWine', 'API3', 'Aave', 'ARCx']","['Ethereum', '305.2K']"
787,DAOHQ - Blockchain Capital DAO,['Investment'],"A leading venture firm in the blockchain industry
 In the last 8 years we have made over 125 investments in companies and protocols in the sector, across different stages, geographies and asset types.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Ethereum', '54.4K']"
788,DAOHQ - Terraform Labs DAO,['Protocol'],"Crypto fintech firm that is building a decentralized price-stable cryptocurrency that will gain usage as a means of payment at massive scale through an alliance of large commerce partners across the globe
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '47.7K']"
789,DAOHQ - Alpha DAO,"[' opensea.io/collection/urn Discord  Twitter ', ' opensea.io/collection/urn', ' Discord ', ' Twitter ']","Alpha DAO is a community-based NFT DAO formed around the Merge by Pak drop.
",[],[]
790,DAOHQ - Ethermore DAO,"[' e.xyz Twitter ', ' e.xyz', ' Twitter ']","A DAO based RPG
",[],[]
791,DAOHQ - robo frens DAO,['Collector'],"Connecting like-minded individuals in Web3
 We’re a community-driven NFT project. Our NFTs are made up with over one hundred exciting traits. Each robo fren is a unique, non-fungible token (NFT) on the Ethereum blockchain. Holding our NFT allows you to participate in coordinating The Treasury. The Treasury will be seeded with ETH after the public sale ends (plus 50% royalties)! Holders can vote for experiences, activations and campaigns that benefit the community.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']",[]
792,DAOHQ - Teddy Cash DAO,"['Investment', 'Protocol']","Investment DAO supporting and investing in innovative Avalanche projects.
 Teddy Cash is a decentralized borrowing protocol with interest-free loans on Avalanche
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Avalanche', '364.0']"
793,DAOHQ - CRE8RDAO,"['DeFi', 'Service']","DeFi’s Content Marketing Agency
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '7.0K']"
794,DAOHQ - Dego Finance DAO,"['Social', 'Investment']","An independent but open NFT ecosystem that draws users to enter blockchain space, where anyone could issue NFT, launch mining, auction, trading and so on, taking care of the life cycle of an NFT.
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '289.9K']"
795,DAOHQ - Utopia Labs DAO,['DAO Tools'],"System for managing contributor payments, expenses, and more for DAO
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '13.7K']"
796,DAOHQ - Polis DAO,['0xb5bea...341bd'],"Stake, swap, trade, and engage with a vibrant community building the future of payments
",[],"['Binance', '3.5K']"
797,DAOHQ - For Loot And Glory DAO,['Entertainment'],"The For Loot And Glory’s guild is a community of players specialized in NFT Play to Earn
 Through our Guild Vault and $FLAG Token we will have the ability to know at any given time how many current members are active in each game. It also makes it possible to create events to support the needs of the members and reward them with a portion of the profits in the form of “Royalties” that the guild generates based on their commitment.
","['For Loot And Glory', 'CronoSports', 'DragonMasterDAO', 'DeFi Dinos']",['1.9K']
798,DAOHQ - Marnotaur DAO,"['DeFi', 'Protocol']","A liquidity protocol for secure undercollateralized margin; fully compatible with any other DeFi protocol or network, enabling traders, farmers and keepers to multiply their gains
 Marnotaur enables the most important liquidity operations in DeFi.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '80.4K']"
799,DAOHQ - Yield Guild Games DAO,['Service'],"YGG IS A PLAY-TO-EARN GAMING GUILD
 YGG IS A PLAY-TO-EARN GAMING GUILD, BRINGING PLAYERS TOGETHER TO EARN VIA BLOCKCHAIN-BASED ECONOMIES. WE ARE THE SETTLERS OF NEW WORLDS IN THE METAVERSE
","['About', 'Aragon', 'AngelDAO', 'AladdinDAO', '80Acres DAO']","['Binance', '299.7K']"
800,DAOHQ - Vesper Finance DAO,"['DAO Tools', 'DeFi']","Platform for easy-to-use DeFi products
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '23.9K']"
801,DAOHQ - Parrot DeFi DAO,"[' parrotdefi.com Twitter ', ' parrotdefi.com', ' Twitter ']","Parrot DeFi is a decentralized yield farming and NFTs multi-chain platform, committed to support the future of DeFi.
",[],['1.1K']
802,DAOHQ - Trusted Node DAO,"['Investment', 'Service']","Earn the rewards you deserve on the coins you love.
 Trusted Node is a decentralized,non-custodial validator service and governance hub enabling
users to participate in PoS blockchain rewards and governance without the need to personally
operate the validator nodes. Trusted Node DAO and its partners own and operate an array of
validator nodes. Users have the ability to delegate coins to their chosen PoS networks, and
rewards are subsequently distributed back to them.Depending on the platform’s feature utilized,
rewards will be paid in blockchain native token, liquid derivatives,or Trusted Node token
(TNODE).
","['About', 'AngelDAO', '8DAO', '80Acres DAO', 'Alpha Finance Lab']",['18.7K']
803,DAOHQ - Crypto Unicorns DAO,['Gaming'],"A digital pet collecting and farming game, built on blockchain
 Blockchain-based gaming is a nascent industry and we expect changes as we build fun and engaging titles under this new economic paradigm. It’s our goal to embrace the core fundamental tenets of player ownership and forge into this new space as a developer. Our hope is that Crypto Unicorns will introduce millions of new players around the world to the benefits of in game asset ownership and the wider Web3 movement.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Ethereum', '37.1K']"
804,DAOHQ - GrailersDAO,['Investment'],"GrailersDAO is a community focused on supporting and collecting high end ‘grail’ art NFTs
 GrailersDAO is a community focused on supporting and collecting high end ‘grail’ art NFTs (with a particular affinity for generative art and Art Blocks). We aim to support generative artists and the broader generative art ecosystem.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Ethereum', '1.6K']"
805,DAOHQ - Snook DAO,['Gaming'],"Multi-player, skill-based game that rewards your talent, skill and persistence with NFTs
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Ethereum', '60.7K']"
806,DAOHQ - ApeSwap DAO,['DeFi'],"A decentralized exchange that gives users access to different financial markets for lending, payments, staking, and derivatives.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '289.6K']"
807,DAOHQ - SmartDoge DAO,"[' smartdoge.cash Twitter ', ' smartdoge.cash', ' Twitter ']","Formerly a dog, currently working on a prediction market, lending solution and more on SmartBCH!
",[],[]
808,DAOHQ - Buzzed Bear Plazza DAO,"[' buzzedbearhideout.com Discord  Twitter ', ' buzzedbearhideout.com', ' Discord ', ' Twitter ']","We are a community of intelligent, talented individuals who want to build an organization that we can be proud of. When you purchase one of our NFTs, you’re not just buying a creative, whimsical piece of art.
",[],['3.1K']
809,DAOHQ - MergeDao,['0x8eb7d...4eccc'],"| The Quest To Become A Singularity | We Will Not Go Extinct | 5 Largest Mass |
",[],[]
810,DAOHQ - REI  Network DAO,"[' .network Discord  Twitter ', ' .network', ' Discord ', ' Twitter ']","REI was developed for the evolution trend of the #Blockchain, to achieve a lightweight, EVM compatible, higher performance, and no fee blockchain framework
",[],['88.0K']
811,DAOHQ - Geojam DAO,['0x23894...75a72'],"$JAM redefines the existing creator economy by creating a virtuous cycle for creative communities.
",[],[]
812,DAOHQ - Electric Coin Company DAO,['DeFi'],"ECC builds and supports technology to provide people with access to a fair and open currency — regardless of location or demographic. Inventors of Zcash.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '87.5K']"
813,DAOHQ - Decentraland DAO,['Protocol'],"A VR metaverse plaftorm DAO-controlled by users, Decentraland offers land plots and tools for users to access, play, create, exhibit, monetize and trade digital content; See also a more thorough
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '641.9K']"
814,DAOHQ - Aavegotchi DAO,['Protocol'],"Digital frens for the crypto generation! Aavegotchis are playable #NFTs with a #DeFi  Join the frenliest community in crypto: http://discord.gg/aavegotchi
 Aavegotchi is a DeFi-enabled crypto collectibles game developed by Singapore-based Pixelcraft Studios that allows players to stake Non-fungible tokens (NFTs) avatars with interest-generating tokens and interact with the Aavegotchi metaverse. It is a unique combination of Decentralized Finance (DeFi) and NFTs.","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '155.0K']"
