age,gender,country,city,income,blockchains,category,choice
46,other,India,Hyderabad,80000,"['Ripple', 'Solana']","['sports', 'travel', 'finance']",Field Hockey Soccer/footballThe Caravan/RV Road TripStock Market Professional Advisory Insurance
49,female,UK,Glasgow,85000,"['Binance Smart Chain', 'Bitcoin', 'Flow']","['sports', 'books']",Basketball Table Tennis VolleyballMysteries
73,female,UK,London,95000,"['Cardano', 'Ripple', 'Ethereum']","['books', 'finance']",Fantasy RomanceTax/Audit Consulting Mutual Funds Professional Advisory
94,male,US,Philadelphia,25000,"['Cardano', 'Flow']","['music', 'sports', 'books']",TechnoTable TennisMysteries Science Fiction
86,female,US,Houston,110000,"['Flow', 'Bitcoin', 'Cardano']","['sports', 'books', 'finance']",Table Tennis Volleyball CricketMysteriesMutual Funds Insurance
46,other,US,NewYorkCity,20000,[],"['music', 'sports', 'books', 'travel']",JazzVolleyball Cricket BasketballThrillers RomanceThe Package Holiday Event Travel The Weekend Break
63,female,US,Phoenix,55000,['Bitcoin'],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic Techno RhythmandBlues(R&B)BadmintonRomanceThe Package Holiday Long Term Slow Travel The Group TourProfessional Advisory
70,male,US,Chicago,35000,"['Cardano', 'Binance Smart Chain']","['music', 'sports', 'books', 'finance']",ElectronicDanceMusic CountryCricket BasketballFantasyMutual Funds
77,female,US,NewYorkCity,50000,"['Flow', 'Binance Smart Chain', 'Ethereum']","['music', 'books', 'travel', 'finance']",DubstepRomanceThe Caravan/RV Road TripMutual Funds Professional Advisory Treasury/Debt Instruments
73,other,US,Phoenix,70000,"['Binance Smart Chain', 'Ripple']","['music', 'finance']",Country JazzProfessional Advisory Treasury/Debt Instruments Insurance
42,male,US,NewYorkCity,95000,"['Solana', 'Binance Smart Chain']","['music', 'travel']",Pop JazzVolunteer Travel Visiting Friends Long Term Slow Travel
73,other,India,Hyderabad,50000,"['Binance Smart Chain', 'Avalanche', 'Polygon']","['music', 'books', 'travel']",Pop RhythmandBlues(R&B)Romance Historical FictionBusiness Travel The Weekend Break
10,other,India,Mumbai,50000,[],"['music', 'books', 'travel', 'finance']",Techno RockHistorical FictionThe Caravan/RV Road TripProfessional Advisory Mutual Funds Insurance
27,other,UK,Leeds-Bradford,45000,"['Cardano', 'Flow', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep CountryTable Tennis Volleyball TennisThrillers FantasyLong Term Slow TravelStock Market
17,female,UK,Leeds-Bradford,35000,[],"['music', 'sports', 'books', 'travel', 'finance']",PopField Hockey Table TennisScience Fiction ThrillersBusiness TravelTax/Audit Consulting
28,other,US,NewYorkCity,65000,"['Avalanche', 'Flow']","['music', 'finance']",JazzTreasury/Debt Instruments Professional Advisory
29,other,US,NewYorkCity,5000,['Avalanche'],"['music', 'books']",Dubstep Rock PopHistorical Fiction
22,other,US,Chicago,60000,"['Ripple', 'Avalanche', 'Flow']","['music', 'sports', 'books', 'travel']",Dubstep ElectronicDanceMusic JazzCricket VolleyballHistorical Fiction Science FictionThe Caravan/RV Road Trip Business Travel Event Travel
37,female,US,NewYorkCity,105000,[],"['music', 'sports', 'books', 'travel', 'finance']",Rock ElectronicDanceMusic JazzTennisMysteries Historical Fiction ThrillersThe Group Tour The Caravan/RV Road Trip The Gap YearTreasury/Debt Instruments Insurance
11,male,UK,Birmingham-Wolverhampton,70000,"['Flow', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic CountryField HockeyHistorical Fiction ThrillersLong Term Slow Travel The Package Holiday Visiting FriendsTax/Audit Consulting Wealth Management Stock Market
13,male,India,Kolkata,35000,['Flow'],"['sports', 'books', 'travel']",Tennis Field HockeyMysteries Science FictionVolunteer Travel
47,other,UK,Southampton-Portsmouth,50000,"['Solana', 'Polygon', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",TechnoBasketball Field HockeyScience Fiction Historical FictionThe Group TourTreasury/Debt Instruments Professional Advisory Stock Market
76,male,UK,London,5000,"['Ethereum', 'Ripple', 'Binance Smart Chain']","['sports', 'travel', 'finance']",Field Hockey Tennis Soccer/footballVisiting Friends The Group TourProfessional Advisory Tax/Audit Consulting Banking
99,female,UK,Leeds-Bradford,50000,[],"['music', 'travel', 'finance']",Dubstep Pop CountryThe Weekend Break Visiting Friends The Gap YearTax/Audit Consulting Stock Market
11,female,UK,Glasgow,50000,['Avalanche'],"['music', 'sports', 'books', 'finance']",Dubstep RockTable TennisFantasy Thrillers MysteriesTax/Audit Consulting Mutual Funds
60,male,India,Delhi,45000,"['Flow', 'Binance Smart Chain', 'Bitcoin']","['sports', 'books']",Tennis Field HockeyScience Fiction
28,male,India,Bangalore,90000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",Pop Jazz TechnoVolleyball Table TennisHistorical Fiction MysteriesThe Gap Year Event TravelBanking Insurance
26,male,US,Phoenix,50000,"['Solana', 'Polygon']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep RockSoccer/football Tennis BasketballThrillers Fantasy RomanceVisiting Friends Volunteer TravelMutual Funds Banking Treasury/Debt Instruments
13,other,India,Hyderabad,5000,['Flow'],"['music', 'sports', 'books', 'travel', 'finance']",DubstepVolleyball Soccer/footballThrillers MysteriesThe Group Tour The Gap Year Visiting FriendsBanking Wealth Management Professional Advisory
91,female,US,Dallas,15000,[],"['music', 'sports', 'finance']",DubstepBasketballBanking Professional Advisory
93,male,US,Philadelphia,75000,"['Binance Smart Chain', 'Avalanche']","['music', 'travel', 'finance']",ElectronicDanceMusicThe Group Tour The Gap YearTreasury/Debt Instruments Banking
61,male,UK,Birmingham-Wolverhampton,85000,"['Solana', 'Bitcoin']","['music', 'books', 'travel', 'finance']",Rock Techno CountryMysteries Science Fiction Historical FictionBusiness Travel Event TravelBanking Tax/Audit Consulting Wealth Management
64,other,US,San Antonio,50000,"['Ripple', 'Polygon', 'Solana']","['music', 'sports', 'books', 'travel', 'finance']",Rock RhythmandBlues(R&B) DubstepVolleyball BadmintonRomance Thrillers MysteriesThe Weekend Break The Package Holiday Event TravelInsurance
52,female,US,Phoenix,20000,"['Solana', 'Avalanche', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep Techno PopVolleyballMysteries Historical Fiction ThrillersThe Gap Year Visiting FriendsInsurance Stock Market Wealth Management
69,female,India,Pune,100000,['Solana'],"['sports', 'books', 'travel', 'finance']",BadmintonMysteries Science Fiction FantasyVolunteer TravelBanking
52,other,US,San Antonio,45000,['Ripple'],"['music', 'travel', 'finance']",Country Jazz DubstepThe Weekend Break The Package HolidayBanking Insurance
97,other,UK,London,65000,"['Avalanche', 'Binance Smart Chain', 'Solana']","['music', 'sports', 'travel']",CountryBadminton VolleyballThe Package Holiday
53,female,India,Pune,75000,"['Bitcoin', 'Cardano']","['music', 'sports', 'books', 'finance']",TechnoTennis Cricket BadmintonRomance ThrillersWealth Management
17,female,UK,Southampton-Portsmouth,110000,"['Polygon', 'Binance Smart Chain']","['books', 'travel']",Fantasy Mysteries Science FictionEvent Travel Volunteer Travel Visiting Friends
11,other,India,Bangalore,15000,"['Avalanche', 'Binance Smart Chain', 'Flow']","['music', 'sports', 'books', 'travel']",TechnoCricketMysteriesVisiting Friends
68,male,India,Mumbai,90000,"['Binance Smart Chain', 'Bitcoin']","['sports', 'travel', 'finance']",VolleyballBusiness Travel Volunteer TravelStock Market Tax/Audit Consulting Mutual Funds
80,male,India,Mumbai,25000,"['Ethereum', 'Binance Smart Chain', 'Bitcoin']","['music', 'books']",Rock TechnoScience Fiction Romance
32,other,UK,Newcastle,5000,['Ripple'],"['music', 'sports', 'books', 'travel', 'finance']",Pop CountryBasketball Table TennisFantasy Romance Science FictionThe Weekend Break Event Travel Long Term Slow TravelMutual Funds Stock Market
92,other,UK,London,10000,"['Solana', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",JazzTable Tennis Basketball Soccer/footballScience FictionLong Term Slow TravelTreasury/Debt Instruments
12,other,US,Phoenix,20000,"['Ripple', 'Cardano', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) PopBadminton Tennis Table TennisMysteries ThrillersVisiting Friends The Caravan/RV Road Trip The Gap YearTreasury/Debt Instruments Professional Advisory Banking
85,other,UK,Liverpool,80000,[],"['music', 'sports', 'travel', 'finance']",Country RhythmandBlues(R&B)Field Hockey VolleyballThe Weekend BreakWealth Management Insurance Tax/Audit Consulting
63,other,India,Bangalore,30000,['Bitcoin'],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B)Cricket BasketballScience FictionBanking Professional Advisory
96,male,UK,Manchester,80000,[],"['books', 'travel', 'finance']",Historical Fiction Mysteries RomanceVolunteer Travel The Group TourProfessional Advisory Banking Wealth Management
46,female,UK,Leeds-Bradford,55000,[],"['sports', 'travel', 'finance']",Badminton VolleyballThe Package Holiday Long Term Slow Travel The Weekend BreakTax/Audit Consulting Banking Mutual Funds
98,male,UK,Liverpool,100000,"['Flow', 'Cardano']","['music', 'sports', 'travel']",Dubstep Country RhythmandBlues(R&B)Soccer/football Table TennisThe Gap Year The Caravan/RV Road Trip
61,other,India,Ahmedabad,80000,"['Avalanche', 'Flow', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Country Dubstep RockBadminton Tennis Table TennisScience FictionThe Gap YearMutual Funds Stock Market Banking
53,female,UK,Southampton-Portsmouth,55000,[],"['sports', 'books', 'travel', 'finance']",Field HockeyMysteriesThe Gap Year The Caravan/RV Road TripStock Market Tax/Audit Consulting
39,male,UK,Newcastle,100000,[],"['music', 'sports', 'books']",ElectronicDanceMusicTennis Table TennisMysteries Fantasy Thrillers
61,female,US,Phoenix,60000,[],"['music', 'sports', 'books', 'finance']",DubstepBasketballThrillers Historical Fiction Science FictionProfessional Advisory
66,male,UK,Manchester,65000,[],"['music', 'sports', 'travel']",Rock PopField HockeyBusiness Travel Volunteer Travel The Weekend Break
63,male,US,Dallas,40000,[],"['music', 'sports', 'books', 'finance']",JazzVolleyball BasketballFantasyInsurance Wealth Management Tax/Audit Consulting
32,female,India,Pune,80000,"['Bitcoin', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",Techno DubstepTennis Table TennisLong Term Slow Travel The Weekend Break Volunteer TravelStock Market Mutual Funds
13,female,UK,Birmingham-Wolverhampton,85000,['Binance Smart Chain'],"['music', 'sports', 'books']",Dubstep RhythmandBlues(R&B) PopBadmintonRomance
93,male,US,Phoenix,60000,"['Ethereum', 'Polygon', 'Ripple']","['music', 'books', 'travel']",RockMysteries Historical Fiction FantasyThe Group Tour The Gap Year
60,male,UK,Manchester,25000,['Solana'],"['music', 'sports', 'finance']",JazzVolleyball Field HockeyStock Market
69,female,US,San Antonio,30000,[],"['music', 'sports', 'books', 'travel']",Pop Rock RhythmandBlues(R&B)VolleyballThrillersThe Weekend Break Event Travel The Gap Year
19,female,US,Philadelphia,90000,"['Solana', 'Cardano']","['sports', 'books', 'finance']",BasketballRomance FantasyStock Market Treasury/Debt Instruments Professional Advisory
78,male,UK,Newcastle,5000,['Bitcoin'],"['sports', 'books', 'travel', 'finance']",VolleyballHistorical FictionThe Caravan/RV Road Trip The Weekend BreakTax/Audit Consulting Insurance Banking
35,female,US,Chicago,95000,"['Flow', 'Solana', 'Bitcoin']","['music', 'sports', 'books', 'travel']",Dubstep RhythmandBlues(R&B)Field Hockey Table TennisThrillers Historical FictionEvent Travel
46,female,India,Hyderabad,70000,"['Avalanche', 'Ripple', 'Bitcoin']","['music', 'travel']",Pop ElectronicDanceMusic RockThe Weekend Break Volunteer Travel Visiting Friends
88,male,US,Chicago,85000,"['Cardano', 'Ripple', 'Solana']","['sports', 'books']",Table Tennis Soccer/football VolleyballThrillers
51,other,India,Hyderabad,75000,"['Binance Smart Chain', 'Cardano', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",TechnoCricket VolleyballMysteries Science FictionLong Term Slow Travel The Gap Year Event TravelTreasury/Debt Instruments
82,female,UK,Birmingham-Wolverhampton,115000,['Avalanche'],"['music', 'sports', 'books', 'finance']",ElectronicDanceMusicVolleyball Field HockeyScience Fiction Historical Fiction MysteriesProfessional Advisory Banking
37,other,US,Los Angeles,55000,[],"['sports', 'travel', 'finance']",Soccer/football Field HockeyBusiness Travel Event TravelTreasury/Debt Instruments
47,male,UK,Leeds-Bradford,85000,"['Solana', 'Ethereum', 'Flow']","['music', 'travel']",Rock TechnoLong Term Slow Travel
62,female,India,Chennai,65000,['Polygon'],"['music', 'sports', 'travel', 'finance']",TechnoBadminton BasketballThe Package Holiday Business Travel Event TravelInsurance
59,male,UK,Birmingham-Wolverhampton,15000,"['Cardano', 'Ripple']","['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B) ElectronicDanceMusic JazzVolleyball Field Hockey Table TennisVisiting Friends The Gap Year The Caravan/RV Road TripTax/Audit Consulting
21,other,UK,Leeds-Bradford,85000,['Polygon'],"['music', 'books', 'travel', 'finance']",ElectronicDanceMusic RhythmandBlues(R&B) TechnoMysteriesBusiness TravelMutual Funds
40,male,India,Kolkata,5000,['Avalanche'],"['music', 'books', 'finance']",Pop ElectronicDanceMusic DubstepFantasyBanking Professional Advisory Wealth Management
98,female,US,San Antonio,80000,"['Ripple', 'Solana']","['music', 'books', 'travel', 'finance']",Techno Dubstep JazzScience Fiction Mysteries ThrillersVolunteer Travel The Weekend BreakProfessional Advisory
21,male,UK,Leeds-Bradford,35000,"['Binance Smart Chain', 'Bitcoin', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep RockTennis BasketballMysteries Historical FictionThe Weekend Break Event Travel Long Term Slow TravelWealth Management
57,female,US,NewYorkCity,75000,"['Bitcoin', 'Avalanche']","['sports', 'books', 'finance']",Table Tennis Soccer/football BasketballHistorical Fiction MysteriesStock Market
20,male,UK,Southampton-Portsmouth,30000,[],"['music', 'sports', 'books']",DubstepVolleyball Soccer/football BasketballRomance Science Fiction Mysteries
81,female,India,Ahmedabad,100000,"['Flow', 'Binance Smart Chain']","['music', 'books']",Country DubstepScience Fiction Thrillers Historical Fiction
14,male,India,Hyderabad,85000,"['Bitcoin', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",DubstepTennis Badminton VolleyballMysteries Historical FictionThe Group TourStock Market Professional Advisory
13,male,India,Delhi,30000,['Avalanche'],"['sports', 'books', 'finance']",Cricket Table Tennis BadmintonScience Fiction Fantasy ThrillersTax/Audit Consulting Insurance
76,male,India,Hyderabad,90000,"['Polygon', 'Ripple']","['music', 'books', 'travel', 'finance']",RhythmandBlues(R&B)MysteriesThe Caravan/RV Road TripStock Market Mutual Funds
37,other,India,Chennai,20000,[],"['sports', 'books']",Badminton VolleyballHistorical Fiction Science Fiction
54,other,US,San Antonio,45000,"['Flow', 'Polygon', 'Ripple']","['music', 'sports', 'books', 'travel']",Pop Rock JazzTennis Cricket BasketballHistorical Fiction MysteriesThe Caravan/RV Road Trip
58,male,India,Ahmedabad,10000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) RockCricket Table Tennis BasketballHistorical Fiction Thrillers MysteriesMutual Funds Insurance Wealth Management
58,female,UK,Manchester,95000,['Bitcoin'],"['music', 'sports', 'books', 'finance']",Rock DubstepTable Tennis TennisScience FictionMutual Funds Tax/Audit Consulting Wealth Management
42,male,US,Chicago,60000,"['Polygon', 'Ripple', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",JazzVolleyballMysteries Science FictionBusiness TravelProfessional Advisory Mutual Funds Treasury/Debt Instruments
92,male,India,Bangalore,95000,"['Ethereum', 'Cardano']","['sports', 'books', 'finance']",Cricket VolleyballScience FictionWealth Management
29,female,US,Dallas,50000,"['Ethereum', 'Bitcoin', 'Polygon']","['music', 'sports', 'books', 'travel']",RhythmandBlues(R&B)Basketball Badminton Field HockeyThrillersThe Group Tour Volunteer Travel Visiting Friends
58,male,India,Mumbai,40000,[],"['sports', 'travel']",Tennis Volleyball Table TennisVisiting Friends
25,male,UK,Liverpool,105000,['Solana'],"['music', 'books', 'finance']",Techno ElectronicDanceMusicRomance FantasyTreasury/Debt Instruments Tax/Audit Consulting
74,other,UK,Newcastle,25000,['Polygon'],"['music', 'sports', 'books', 'finance']",RockTennisMysteries Thrillers RomanceTax/Audit Consulting
87,female,India,Mumbai,30000,"['Binance Smart Chain', 'Ripple', 'Avalanche']","['music', 'books', 'travel', 'finance']",Dubstep Jazz RhythmandBlues(R&B)Romance Thrillers MysteriesVisiting FriendsTax/Audit Consulting
25,male,UK,Southampton-Portsmouth,10000,[],"['music', 'sports', 'books']",RhythmandBlues(R&B) Dubstep PopTennisFantasy Science Fiction Historical Fiction
63,male,UK,London,65000,"['Polygon', 'Avalanche', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Pop Techno ElectronicDanceMusicTennis VolleyballMysteries Thrillers Science FictionThe Gap YearMutual Funds Professional Advisory
56,other,UK,Newcastle,5000,[],"['music', 'books', 'travel', 'finance']",Jazz CountryFantasy Science Fiction MysteriesVolunteer TravelInsurance
39,other,India,Hyderabad,100000,[],"['music', 'sports', 'finance']",Jazz Dubstep TechnoTable Tennis Basketball VolleyballTax/Audit Consulting Mutual Funds
38,female,India,Hyderabad,90000,"['Avalanche', 'Cardano', 'Solana']","['music', 'sports', 'travel', 'finance']",ElectronicDanceMusic Jazz CountryCricket Tennis Field HockeyVolunteer Travel The Weekend BreakTax/Audit Consulting Wealth Management
40,other,US,Phoenix,25000,"['Ripple', 'Bitcoin']","['music', 'books', 'finance']",Rock RhythmandBlues(R&B) JazzMysteries Science Fiction RomanceProfessional Advisory Insurance
27,female,UK,Manchester,95000,[],"['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) Techno PopSoccer/football Basketball Field HockeyScience Fiction Historical Fiction RomanceProfessional Advisory Banking
20,female,US,Philadelphia,95000,"['Ripple', 'Ethereum', 'Bitcoin']","['music', 'sports', 'travel']",Jazz Dubstep ElectronicDanceMusicCricketVisiting Friends
33,male,US,Houston,115000,['Avalanche'],"['music', 'sports', 'travel', 'finance']",Jazz Techno CountrySoccer/football Tennis Table TennisThe Weekend BreakWealth Management Professional Advisory Mutual Funds
19,male,India,Bangalore,30000,"['Solana', 'Polygon', 'Avalanche']","['music', 'sports', 'travel', 'finance']",ElectronicDanceMusicField HockeyEvent Travel The Package Holiday The Gap YearStock Market
32,female,UK,Liverpool,55000,[],"['music', 'books', 'travel', 'finance']",Jazz Pop ElectronicDanceMusicHistorical Fiction FantasyLong Term Slow Travel The Group TourWealth Management Stock Market Treasury/Debt Instruments
67,female,US,Houston,75000,"['Solana', 'Avalanche']","['music', 'books', 'travel']",RhythmandBlues(R&B) Rock DubstepMysteries Science FictionThe Weekend Break Visiting Friends
47,female,US,NewYorkCity,70000,"['Avalanche', 'Ethereum']","['music', 'sports', 'books', 'finance']",Rock RhythmandBlues(R&B)Badminton Field Hockey Table TennisHistorical Fiction Mysteries FantasyStock Market
29,male,India,Hyderabad,85000,['Ethereum'],"['music', 'sports', 'books', 'travel', 'finance']",Country RhythmandBlues(R&B) JazzField HockeyRomance Thrillers FantasyEvent TravelTax/Audit Consulting
32,female,India,Delhi,25000,"['Ripple', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",DubstepSoccer/footballThe Weekend Break The Gap Year Visiting FriendsWealth Management Treasury/Debt Instruments Insurance
51,female,India,Bangalore,10000,[],"['sports', 'books', 'travel']",Volleyball Badminton TennisRomanceThe Gap Year Business Travel
91,male,India,Mumbai,50000,"['Solana', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Field Hockey BadmintonMysteries Fantasy RomanceThe Weekend Break The Package HolidayStock Market
95,male,India,Ahmedabad,35000,['Solana'],"['music', 'books', 'finance']",Country ElectronicDanceMusic RockMysteries RomanceMutual Funds Professional Advisory
63,male,UK,Manchester,85000,[],"['sports', 'books', 'travel', 'finance']",Table Tennis Field HockeyRomanceThe Package HolidayMutual Funds
47,female,UK,Birmingham-Wolverhampton,5000,"['Binance Smart Chain', 'Avalanche']","['music', 'books', 'travel', 'finance']",Jazz Rock RhythmandBlues(R&B)Historical FictionThe Weekend Break Visiting FriendsProfessional Advisory
12,female,US,Los Angeles,65000,"['Binance Smart Chain', 'Cardano', 'Ethereum']","['books', 'travel', 'finance']",Mysteries Historical FictionBusiness Travel Visiting FriendsStock Market Insurance
57,male,UK,Birmingham-Wolverhampton,110000,['Binance Smart Chain'],"['music', 'books', 'travel', 'finance']",Rock Country ElectronicDanceMusicHistorical FictionBusiness TravelProfessional Advisory Tax/Audit Consulting
16,other,US,NewYorkCity,80000,"['Bitcoin', 'Avalanche']","['sports', 'books', 'finance']",Tennis VolleyballMysteries Historical FictionBanking
81,male,India,Hyderabad,65000,[],"['music', 'sports', 'books', 'travel', 'finance']",Rock Pop CountrySoccer/football BadmintonMysteriesBusiness Travel The Gap YearTax/Audit Consulting
53,other,India,Delhi,65000,"['Avalanche', 'Solana', 'Ethereum']","['sports', 'books', 'travel', 'finance']",Table Tennis Badminton CricketRomance MysteriesThe Group Tour Long Term Slow TravelStock Market Professional Advisory
82,other,US,San Antonio,85000,"['Flow', 'Ethereum']","['music', 'sports', 'books']",Country PopSoccer/football BadmintonThrillers Fantasy Historical Fiction
30,male,India,Mumbai,110000,"['Binance Smart Chain', 'Avalanche']","['music', 'sports']",Pop DubstepBadminton Field Hockey Soccer/football
88,female,India,Pune,50000,['Polygon'],"['music', 'sports', 'books', 'travel']",Pop Techno DubstepCricketMysteries ThrillersVisiting Friends Event Travel
68,other,US,Dallas,85000,[],"['music', 'sports', 'books', 'travel', 'finance']",RockTable Tennis BasketballThrillers Science FictionBusiness Travel Volunteer TravelWealth Management Banking
60,female,India,Bangalore,45000,[],"['music', 'sports', 'books', 'travel', 'finance']",Techno DubstepTable Tennis Volleyball CricketRomanceThe Weekend Break The Gap YearInsurance Wealth Management Professional Advisory
40,other,UK,Manchester,65000,"['Flow', 'Avalanche', 'Ripple']","['music', 'sports', 'books', 'travel']",RhythmandBlues(R&B) RockCricket BadmintonRomance MysteriesBusiness Travel
71,male,UK,Southampton-Portsmouth,45000,"['Flow', 'Avalanche']","['music', 'books', 'travel', 'finance']",DubstepHistorical Fiction RomanceThe Caravan/RV Road Trip Volunteer TravelInsurance Wealth Management
11,male,UK,Manchester,95000,"['Flow', 'Cardano', 'Ripple']","['sports', 'books', 'travel']",Cricket Soccer/football BadmintonHistorical FictionLong Term Slow Travel The Gap Year
75,female,India,Pune,75000,['Ethereum'],"['sports', 'books', 'travel', 'finance']",Volleyball BadmintonThrillers Science FictionThe Package Holiday Volunteer Travel The Gap YearInsurance Stock Market
74,female,US,Chicago,110000,"['Avalanche', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic DubstepVolleyball Tennis BasketballMysteries Science FictionThe Gap Year Long Term Slow TravelWealth Management Banking Treasury/Debt Instruments
80,male,UK,London,65000,[],"['sports', 'books', 'finance']",Volleyball TennisMysteries Science Fiction FantasyTreasury/Debt Instruments Insurance
34,male,UK,Birmingham-Wolverhampton,65000,['Ethereum'],"['music', 'books']",JazzFantasy Science Fiction Romance
50,female,India,Hyderabad,75000,"['Flow', 'Cardano', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) CountryBadmintonRomance Mysteries FantasyThe Caravan/RV Road TripMutual Funds Stock Market Wealth Management
69,other,US,Chicago,45000,['Flow'],"['music', 'sports', 'travel', 'finance']",Pop DubstepBadminton CricketVisiting Friends The Package Holiday Volunteer TravelBanking Mutual Funds
53,male,UK,Newcastle,80000,"['Avalanche', 'Ethereum', 'Cardano']","['music', 'books', 'travel', 'finance']",Techno Jazz PopFantasy Science Fiction RomanceThe Package HolidayInsurance Tax/Audit Consulting Banking
72,other,India,Pune,25000,"['Cardano', 'Binance Smart Chain', 'Ethereum']","['music', 'sports', 'books', 'travel']",PopTennisRomanceVolunteer Travel Visiting Friends The Group Tour
97,female,India,Bangalore,115000,"['Cardano', 'Polygon']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicBasketballScience FictionThe Weekend Break The Package HolidayStock Market Treasury/Debt Instruments Tax/Audit Consulting
23,other,India,Pune,15000,"['Avalanche', 'Cardano']","['music', 'sports', 'books', 'travel', 'finance']",Country Jazz TechnoCricket Basketball Table TennisMysteries Thrillers Science FictionBusiness Travel Event Travel The Weekend BreakTreasury/Debt Instruments
13,other,US,Los Angeles,40000,[],"['music', 'sports', 'books', 'travel', 'finance']",Country Rock DubstepField Hockey VolleyballFantasy Thrillers RomanceThe Gap YearWealth Management Insurance
36,other,UK,Glasgow,20000,[],"['music', 'sports', 'books', 'travel']",Dubstep PopBasketball Table Tennis VolleyballRomance MysteriesThe Package Holiday Visiting Friends The Gap Year
69,male,India,Chennai,45000,"['Ripple', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep Techno PopTennis BadmintonRomance FantasyLong Term Slow Travel The Package HolidayStock Market Tax/Audit Consulting Mutual Funds
83,female,UK,London,5000,['Polygon'],"['music', 'sports', 'travel', 'finance']",DubstepSoccer/football Tennis CricketThe Group Tour The Weekend BreakBanking Tax/Audit Consulting Treasury/Debt Instruments
95,female,UK,Manchester,35000,"['Flow', 'Ripple']","['music', 'travel']",TechnoVolunteer Travel The Weekend Break The Caravan/RV Road Trip
10,male,India,Mumbai,100000,[],"['music', 'sports', 'books', 'travel', 'finance']",Pop CountryBadmintonRomance Fantasy Historical FictionThe Package Holiday Volunteer TravelInsurance Tax/Audit Consulting Professional Advisory
15,female,India,Chennai,95000,['Avalanche'],"['sports', 'books']",Badminton Field HockeyScience Fiction Thrillers
40,other,US,Phoenix,15000,"['Bitcoin', 'Polygon', 'Avalanche']","['sports', 'travel', 'finance']",TennisBusiness Travel The Group TourTreasury/Debt Instruments
95,other,UK,Southampton-Portsmouth,90000,['Bitcoin'],"['music', 'sports', 'travel']",RhythmandBlues(R&B) Jazz ElectronicDanceMusicBadminton TennisThe Group Tour
48,female,UK,Southampton-Portsmouth,75000,[],"['music', 'travel', 'finance']",Pop JazzVolunteer Travel The Caravan/RV Road TripBanking Treasury/Debt Instruments
58,female,US,Chicago,30000,['Solana'],"['sports', 'travel', 'finance']",BadmintonVisiting FriendsTreasury/Debt Instruments Professional Advisory Insurance
31,male,India,Delhi,100000,['Ethereum'],"['music', 'travel']",Pop JazzEvent Travel The Package Holiday The Weekend Break
48,male,UK,Birmingham-Wolverhampton,25000,"['Binance Smart Chain', 'Solana', 'Polygon']","['music', 'sports', 'books', 'travel']",TechnoSoccer/football Badminton CricketFantasy Historical Fiction MysteriesThe Gap Year Event Travel The Group Tour
19,male,India,Bangalore,75000,[],"['music', 'books', 'travel']",Dubstep JazzScience FictionEvent Travel Long Term Slow Travel
13,other,UK,Leeds-Bradford,25000,['Ripple'],"['music', 'books', 'travel', 'finance']",RockScience Fiction RomanceThe Gap Year The Group TourTax/Audit Consulting
98,female,India,Mumbai,95000,"['Ripple', 'Avalanche']","['music', 'sports', 'books']",ElectronicDanceMusicVolleyball Cricket BasketballScience Fiction
69,female,UK,Liverpool,95000,[],"['music', 'sports', 'books', 'travel']",PopTennis Cricket VolleyballHistorical Fiction ThrillersThe Package Holiday
72,male,US,Phoenix,100000,"['Cardano', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) TechnoBadminton Field HockeyFantasyThe Group Tour Volunteer Travel Long Term Slow TravelStock Market
31,other,UK,Glasgow,100000,['Avalanche'],"['music', 'books', 'travel', 'finance']",TechnoHistorical Fiction FantasyThe Gap Year The Package HolidayProfessional Advisory Tax/Audit Consulting Banking
